cng_(Feet),DISTANCE_FROM_MOUTH,ELEVATION,ADJUSTED_ELEVATION,LONGITUDE,LATITUDE
19464,37330.14340,281.30,281.30,-82.077229,33.475881
19468,37326.14340,281.30,281.30,-82.077219,33.475889
19472,37322.14340,281.08,281.08,-82.07721,33.475897
19476,37318.14340,281.10,281.08,-82.077201,33.475904
19480,37314.14340,282.54,281.08,-82.077191,33.475912
19484,37310.14340,281.63,281.08,-82.077182,33.47592
19488,37306.14340,281.63,281.08,-82.077172,33.475927
19492,37302.14340,281.63,281.08,-82.077161,33.475933
19496,37298.14340,281.19,281.08,-82.077149,33.475938
19500,37294.14340,281.57,281.08,-82.077138,33.475943
19504,37290.14340,281.08,281.08,-82.077126,33.475948
19508,37286.14340,281.28,281.08,-82.077115,33.475954
19512,37282.14340,281.59,281.07,-82.077103,33.475958
19516,37278.14340,281.59,281.07,-82.077091,33.475963
19520,37274.14340,283.42,281.06,-82.077079,33.475968
19524,37270.14340,283.72,281.06,-82.077068,33.475973
19528,37266.14340,283.72,281.05,-82.077056,33.475978
19532,37262.14340,284.25,281.05,-82.077044,33.475982
19536,37258.14340,284.52,281.04,-82.077032,33.475987
19540,37254.14340,284.03,281.04,-82.077021,33.475993
19544,37250.14340,281.69,281.03,-82.07701,33.475999
19548,37246.14340,283.08,281.03,-82.076999,33.476005
19552,37242.14340,282.59,281.02,-82.076988,33.476011
19556,37238.14340,282.67,281.02,-82.076977,33.476017
19560,37234.14340,281.94,281.01,-82.076966,33.476023
19564,37230.14340,281.63,281.01,-82.076955,33.476029
19568,37226.14340,282.16,281.00,-82.076944,33.476035
19572,37222.14340,282.16,281.00,-82.076933,33.476041
19576,37218.14340,283.20,280.99,-82.076922,33.476047
19580,37214.14340,283.68,280.99,-82.076911,33.476053
19584,37210.14340,284.57,280.98,-82.076899,33.476057
19588,37206.14340,285.02,280.98,-82.076887,33.476062
19592,37202.14340,284.51,280.97,-82.076875,33.476067
19596,37198.14340,283.66,280.97,-82.076864,33.476072
19600,37194.14340,282.37,280.96,-82.076852,33.476076
19604,37190.14340,281.50,280.96,-82.07684,33.476081
19608,37186.14340,281.50,280.95,-82.076828,33.476086
19612,37182.14340,282.37,280.94,-82.076816,33.476091
19616,37178.14340,284.06,280.94,-82.076804,33.476096
19620,37174.14340,285.00,280.93,-82.076793,33.4761
19624,37170.14340,284.76,280.93,-82.076781,33.476105
19628,37166.14340,284.84,280.92,-82.076769,33.47611
19632,37162.14340,285.05,280.92,-82.076759,33.476117
19636,37158.14340,285.15,280.91,-82.076749,33.476124
19640,37154.14340,285.15,280.91,-82.076738,33.47613
19644,37150.14340,284.15,280.90,-82.076728,33.476137
19648,37146.14340,282.78,280.90,-82.076718,33.476144
19652,37142.14340,282.78,280.89,-82.076708,33.476151
19656,37138.14340,282.90,280.89,-82.076698,33.476158
19660,37134.14340,282.01,280.88,-82.076687,33.476165
19664,37130.14340,281.63,280.88,-82.076678,33.476172
19668,37126.14340,281.97,280.87,-82.076668,33.47618
19672,37122.14340,281.97,280.87,-82.076658,33.476187
19676,37118.14340,283.13,280.86,-82.076648,33.476194
19680,37114.14340,284.32,280.86,-82.076638,33.476202
19684,37110.14340,284.00,280.85,-82.076628,33.476209
19688,37106.14340,284.00,280.85,-82.076619,33.476216
19692,37102.14340,283.76,280.84,-82.076609,33.476224
19696,37098.14340,284.17,280.84,-82.076599,33.476231
19700,37094.14340,284.21,280.83,-82.07659,33.476239
19704,37090.14340,283.35,280.83,-82.07658,33.476246
19708,37086.14340,282.08,280.82,-82.07657,33.476253
19712,37082.14340,281.67,280.82,-82.076561,33.476261
19716,37078.14340,280.81,280.81,-82.076551,33.476268
19720,37074.14340,280.82,280.81,-82.076541,33.476276
19724,37070.14340,280.48,280.48,-82.076532,33.476283
19728,37066.14340,280.36,280.36,-82.07652,33.476288
19732,37062.14340,280.27,280.27,-82.076508,33.47629
19736,37058.14340,280.27,280.27,-82.076495,33.476292
19740,37054.14340,280.27,280.27,-82.076482,33.476294
19744,37050.14340,280.43,280.27,-82.076469,33.476296
19748,37046.14340,282.09,280.26,-82.076456,33.476298
19752,37042.14340,281.97,280.25,-82.076443,33.4763
19756,37038.14340,282.14,280.25,-82.076431,33.476304
19760,37034.14340,281.66,280.24,-82.07642,33.47631
19764,37030.14340,281.66,280.23,-82.076409,33.476316
19768,37026.14340,281.11,280.22,-82.076398,33.476321
19772,37022.14340,280.29,280.21,-82.076386,33.476327
19776,37018.14340,281.30,280.21,-82.076375,33.476333
19780,37014.14340,281.30,280.20,-82.076364,33.476339
19784,37010.14340,284.24,280.19,-82.076353,33.476344
19788,37006.14340,284.19,280.18,-82.076342,33.47635
19792,37002.14340,283.93,280.17,-82.076331,33.476356
19796,36998.14340,283.79,280.17,-82.07632,33.476362
19800,36994.14340,283.51,280.16,-82.076309,33.476369
19804,36990.14340,281.30,280.15,-82.076299,33.476375
19808,36986.14340,281.68,280.14,-82.076288,33.476381
19812,36982.14340,281.38,280.13,-82.076277,33.476388
19816,36978.14340,280.78,280.13,-82.076266,33.476394
19820,36974.14340,280.28,280.12,-82.076255,33.4764
19824,36970.14340,280.28,280.11,-82.076245,33.476406
19828,36966.14340,280.88,280.10,-82.076233,33.476411
19832,36962.14340,281.74,280.09,-82.076221,33.476415
19836,36958.14340,282.77,280.09,-82.076209,33.47642
19840,36954.14340,283.17,280.08,-82.076197,33.476424
19844,36950.14340,283.36,280.07,-82.076184,33.476428
19848,36946.14340,283.47,280.06,-82.076172,33.476432
19852,36942.14340,283.65,280.05,-82.07616,33.476436
19856,36938.14340,283.37,280.04,-82.076149,33.476442
19860,36934.14340,282.35,280.04,-82.076138,33.476448
19864,36930.14340,282.24,280.03,-82.076126,33.476453
19868,36926.14340,281.55,280.02,-82.076115,33.476459
19872,36922.14340,281.62,280.01,-82.076104,33.476464
19876,36918.14340,281.01,280.00,-82.076093,33.47647
19880,36914.14340,281.70,280.00,-82.076081,33.476475
19884,36910.14340,281.02,279.99,-82.076069,33.47648
19888,36906.14340,282.93,279.98,-82.076057,33.476484
19892,36902.14340,281.31,279.97,-82.076045,33.476488
19896,36898.14340,280.79,279.96,-82.076033,33.476493
19900,36894.14340,281.54,279.96,-82.076021,33.476497
19904,36890.14340,281.54,279.95,-82.076009,33.476502
19908,36886.14340,281.43,279.94,-82.075996,33.476505
19912,36882.14340,281.59,279.93,-82.075984,33.476509
19916,36878.14340,280.92,279.92,-82.075972,33.476512
19920,36874.14340,280.72,279.92,-82.075959,33.476516
19924,36870.14340,281.80,279.91,-82.075947,33.47652
19928,36866.14340,281.44,279.90,-82.075934,33.476522
19932,36862.14340,281.09,279.89,-82.075921,33.476524
19936,36858.14340,281.09,279.88,-82.075908,33.476526
19940,36854.14340,281.52,279.88,-82.075895,33.476527
19944,36850.14340,282.55,279.87,-82.075882,33.476529
19948,36846.14340,282.86,279.86,-82.075869,33.476531
19952,36842.14340,282.86,279.85,-82.075857,33.476534
19956,36838.14340,282.38,279.84,-82.075844,33.476537
19960,36834.14340,281.49,279.84,-82.075832,33.476541
19964,36830.14340,281.32,279.83,-82.075819,33.476544
19968,36826.14340,279.82,279.82,-82.075807,33.476548
19972,36822.14340,280.05,279.82,-82.075794,33.476551
19976,36818.14340,280.05,279.79,-82.075782,33.476554
19980,36814.14340,280.41,279.76,-82.075769,33.476558
19984,36810.14340,280.42,279.72,-82.075757,33.47656
19988,36806.14340,280.70,279.69,-82.075744,33.476562
19992,36802.14340,280.34,279.66,-82.075731,33.476564
19996,36798.14340,279.86,279.63,-82.075718,33.476566
20000,36794.14340,280.14,279.60,-82.075705,33.476567
20004,36790.14340,281.11,279.56,-82.075692,33.476569
20008,36786.14340,281.55,279.53,-82.075679,33.476571
20012,36782.14340,281.32,279.50,-82.075667,33.476575
20016,36778.14340,281.37,279.47,-82.075655,33.476579
20020,36774.14340,282.01,279.44,-82.075643,33.476583
20024,36770.14340,282.67,279.41,-82.07563,33.476587
20028,36766.14340,282.67,279.37,-82.075618,33.476591
20032,36762.14340,282.16,279.34,-82.075606,33.476595
20036,36758.14340,281.88,279.31,-82.075594,33.4766
20040,36754.14340,281.88,279.28,-82.075582,33.476604
20044,36750.14340,281.40,279.25,-82.07557,33.476608
20048,36746.14340,281.00,279.21,-82.075557,33.476611
20052,36742.14340,281.00,279.18,-82.075544,33.476614
20056,36738.14340,279.15,279.15,-82.075532,33.476616
20060,36734.14340,280.34,279.15,-82.075519,33.476619
20064,36730.14340,280.61,279.15,-82.075506,33.476622
20068,36726.14340,281.17,279.15,-82.075494,33.476625
20072,36722.14340,282.26,279.15,-82.075481,33.476628
20076,36718.14340,282.38,279.15,-82.075468,33.476631
20080,36714.14340,282.45,279.15,-82.075456,33.476634
20084,36710.14340,282.43,279.15,-82.075443,33.476637
20088,36706.14340,282.66,279.14,-82.07543,33.47664
20092,36702.14340,282.49,279.14,-82.075418,33.476642
20096,36698.14340,282.61,279.14,-82.075405,33.476645
20100,36694.14340,281.35,279.14,-82.075392,33.476648
20104,36690.14340,280.15,279.14,-82.07538,33.476651
20108,36686.14340,280.63,279.14,-82.075367,33.476654
20112,36682.14340,281.54,279.14,-82.075354,33.476656
20116,36678.14340,282.82,279.14,-82.075342,33.476659
20120,36674.14340,282.82,279.14,-82.075329,33.476662
20124,36670.14340,282.35,279.14,-82.075316,33.476665
20128,36666.14340,282.34,279.14,-82.075304,33.476668
20132,36662.14340,281.25,279.14,-82.075291,33.476671
20136,36658.14340,281.88,279.14,-82.075278,33.476673
20140,36654.14340,281.85,279.14,-82.075266,33.476676
20144,36650.14340,281.06,279.13,-82.075253,33.476679
20148,36646.14340,281.06,279.13,-82.07524,33.476682
20152,36642.14340,280.36,279.13,-82.075227,33.476685
20156,36638.14340,280.11,279.13,-82.075215,33.476687
20160,36634.14340,280.11,279.13,-82.075202,33.476691
20164,36630.14340,282.53,279.13,-82.07519,33.476695
20168,36626.14340,282.52,279.13,-82.075178,33.476699
20172,36622.14340,282.38,279.13,-82.075165,33.476702
20176,36618.14340,282.19,279.13,-82.075153,33.476706
20180,36614.14340,282.14,279.13,-82.075141,33.47671
20184,36610.14340,281.99,279.13,-82.075128,33.476714
20188,36606.14340,281.56,279.13,-82.075116,33.476718
20192,36602.14340,281.57,279.13,-82.075104,33.476721
20196,36598.14340,280.97,279.13,-82.075092,33.476725
20200,36594.14340,281.74,279.12,-82.075079,33.476729
20204,36590.14340,281.76,279.12,-82.075067,33.476733
20208,36586.14340,281.78,279.12,-82.075055,33.476737
20212,36582.14340,281.19,279.12,-82.075042,33.47674
20216,36578.14340,280.60,279.12,-82.07503,33.476744
20220,36574.14340,279.20,279.12,-82.075018,33.476748
20224,36570.14340,279.12,279.12,-82.075005,33.476752
20228,36566.14340,279.06,279.06,-82.074993,33.476756
20232,36562.14340,278.84,278.84,-82.074981,33.476759
20236,36558.14340,278.84,278.84,-82.074968,33.476763
20240,36554.14340,278.70,278.70,-82.074956,33.476766
20244,36550.14340,278.79,278.70,-82.074943,33.476769
20248,36546.14340,278.80,278.68,-82.07493,33.476772
20252,36542.14340,278.80,278.67,-82.074918,33.476775
20256,36538.14340,279.07,278.65,-82.074905,33.476777
20260,36534.14340,279.38,278.63,-82.074892,33.47678
20264,36530.14340,279.11,278.62,-82.07488,33.476783
20268,36526.14340,279.11,278.60,-82.074867,33.476786
20272,36522.14340,279.68,278.58,-82.074854,33.476788
20276,36518.14340,279.11,278.57,-82.074842,33.476792
20280,36514.14340,279.04,278.55,-82.07483,33.476796
20284,36510.14340,278.88,278.54,-82.074817,33.4768
20288,36506.14340,278.76,278.52,-82.074805,33.476803
20292,36502.14340,278.95,278.50,-82.074793,33.476807
20296,36498.14340,278.91,278.49,-82.07478,33.476811
20300,36494.14340,278.83,278.47,-82.074768,33.476815
20304,36490.14340,279.22,278.45,-82.074756,33.476818
20308,36486.14340,279.22,278.44,-82.074743,33.476822
20312,36482.14340,280.84,278.42,-82.074731,33.476826
20316,36478.14340,281.00,278.40,-82.074719,33.47683
20320,36474.14340,281.12,278.39,-82.074706,33.476834
20324,36470.14340,280.31,278.37,-82.074695,33.476839
20328,36466.14340,280.79,278.35,-82.074683,33.476844
20332,36462.14340,279.83,278.34,-82.074672,33.47685
20336,36458.14340,279.64,278.32,-82.074661,33.476855
20340,36454.14340,280.21,278.31,-82.074649,33.476861
20344,36450.14340,280.21,278.29,-82.074638,33.476866
20348,36446.14340,280.21,278.27,-82.074626,33.476871
20352,36442.14340,279.33,278.26,-82.074615,33.476877
20356,36438.14340,280.15,278.24,-82.074604,33.476882
20360,36434.14340,279.22,278.22,-82.074592,33.476887
20364,36430.14340,278.99,278.21,-82.074579,33.47689
20368,36426.14340,278.19,278.19,-82.074567,33.476893
20372,36422.14340,278.99,278.19,-82.074554,33.476896
20376,36418.14340,280.27,278.18,-82.074541,33.476899
20380,36414.14340,281.35,278.17,-82.074529,33.476902
20384,36410.14340,281.35,278.17,-82.074516,33.476904
20388,36406.14340,281.40,278.16,-82.074503,33.476907
20392,36402.14340,281.58,278.15,-82.074491,33.47691
20396,36398.14340,281.70,278.14,-82.074478,33.476912
20400,36394.14340,281.77,278.13,-82.074465,33.476915
20404,36390.14340,281.71,278.13,-82.074452,33.476917
20408,36386.14340,281.65,278.12,-82.074439,33.47692
20412,36382.14340,281.65,278.11,-82.074427,33.476922
20416,36378.14340,281.57,278.10,-82.074414,33.476924
20420,36374.14340,281.33,278.09,-82.074401,33.476927
20424,36370.14340,281.33,278.08,-82.074388,33.476929
20428,36366.14340,280.92,278.08,-82.074375,33.476931
20432,36362.14340,280.98,278.07,-82.074363,33.476934
20436,36358.14340,281.09,278.06,-82.07435,33.476936
20440,36354.14340,281.19,278.05,-82.074337,33.476939
20444,36350.14340,281.30,278.04,-82.074324,33.476941
20448,36346.14340,281.10,278.04,-82.074311,33.476943
20452,36342.14340,280.88,278.03,-82.074299,33.476946
20456,36338.14340,280.88,278.02,-82.074286,33.476948
20460,36334.14340,280.83,278.01,-82.074273,33.476951
20464,36330.14340,280.99,278.00,-82.074261,33.476954
20468,36326.14340,280.85,278.00,-82.074248,33.476958
20472,36322.14340,280.99,277.99,-82.074236,33.476961
20476,36318.14340,281.08,277.98,-82.074223,33.476964
20480,36314.14340,281.12,277.97,-82.07421,33.476967
20484,36310.14340,281.17,277.96,-82.074198,33.47697
20488,36306.14340,281.21,277.96,-82.074185,33.476974
20492,36302.14340,281.21,277.95,-82.074173,33.476977
20496,36298.14340,281.45,277.94,-82.07416,33.47698
20500,36294.14340,281.50,277.93,-82.074148,33.476983
20504,36290.14340,281.54,277.92,-82.074135,33.476986
20508,36286.14340,281.51,277.92,-82.074123,33.47699
20512,36282.14340,281.56,277.91,-82.07411,33.476993
20516,36278.14340,281.50,277.90,-82.074097,33.476996
20520,36274.14340,281.34,277.89,-82.074085,33.476999
20524,36270.14340,281.34,277.88,-82.074072,33.477002
20528,36266.14340,281.36,277.87,-82.07406,33.477006
20532,36262.14340,281.36,277.87,-82.074047,33.477009
20536,36258.14340,281.29,277.86,-82.074035,33.477012
20540,36254.14340,281.03,277.85,-82.074022,33.477015
20544,36250.14340,280.87,277.84,-82.07401,33.477018
20548,36246.14340,280.54,277.83,-82.073997,33.477022
20552,36242.14340,280.36,277.83,-82.073984,33.477025
20556,36238.14340,280.42,277.82,-82.073972,33.477027
20560,36234.14340,281.35,277.81,-82.073959,33.47703
20564,36230.14340,281.54,277.80,-82.073946,33.477033
20568,36226.14340,281.54,277.79,-82.073934,33.477036
20572,36222.14340,280.48,277.79,-82.073921,33.477038
20576,36218.14340,280.55,277.78,-82.073908,33.477041
20580,36214.14340,280.53,277.77,-82.073896,33.477044
20584,36210.14340,280.44,277.76,-82.073883,33.477046
20588,36206.14340,280.60,277.75,-82.07387,33.477049
20592,36202.14340,280.76,277.75,-82.073857,33.477052
20596,36198.14340,280.48,277.74,-82.073845,33.477055
20600,36194.14340,280.42,277.73,-82.073832,33.477057
20604,36190.14340,280.42,277.72,-82.073819,33.47706
20608,36186.14340,280.35,277.71,-82.073807,33.477063
20612,36182.14340,280.34,277.70,-82.073794,33.477066
20616,36178.14340,280.38,277.70,-82.073781,33.477068
20620,36174.14340,280.39,277.69,-82.073768,33.47707
20624,36170.14340,280.32,277.68,-82.073755,33.477072
20628,36166.14340,280.19,277.67,-82.073743,33.477075
20632,36162.14340,280.42,277.66,-82.07373,33.477077
20636,36158.14340,280.42,277.66,-82.073717,33.477079
20640,36154.14340,280.49,277.65,-82.073704,33.477081
20644,36150.14340,280.83,277.64,-82.073691,33.477083
20648,36146.14340,280.98,277.63,-82.073678,33.477086
20652,36142.14340,281.01,277.62,-82.073665,33.477088
20656,36138.14340,280.80,277.62,-82.073653,33.47709
20660,36134.14340,280.27,277.61,-82.07364,33.477092
20664,36130.14340,280.04,277.60,-82.073627,33.477095
20668,36126.14340,280.13,277.59,-82.073614,33.477097
20672,36122.14340,280.21,277.58,-82.073601,33.477099
20676,36118.14340,280.21,277.58,-82.073588,33.477101
20680,36114.14340,279.66,277.57,-82.073575,33.477103
20684,36110.14340,279.35,277.56,-82.073563,33.477106
20688,36106.14340,279.40,277.55,-82.073551,33.477111
20692,36102.14340,279.54,277.54,-82.073539,33.477116
20696,36098.14340,280.15,277.54,-82.073528,33.477121
20700,36094.14340,280.60,277.53,-82.073516,33.477126
20704,36090.14340,281.19,277.52,-82.073504,33.477131
20708,36086.14340,280.75,277.51,-82.073493,33.477136
20712,36082.14340,280.75,277.50,-82.073481,33.477141
20716,36078.14340,280.60,277.49,-82.073469,33.477146
20720,36074.14340,279.18,277.49,-82.073458,33.477151
20724,36070.14340,278.47,277.48,-82.073446,33.477156
20728,36066.14340,278.68,277.47,-82.073434,33.477161
20732,36062.14340,279.08,277.46,-82.073423,33.477166
20736,36058.14340,279.48,277.45,-82.073411,33.477171
20740,36054.14340,279.09,277.45,-82.0734,33.477176
20744,36050.14340,278.54,277.44,-82.073388,33.477182
20748,36046.14340,277.43,277.43,-82.073376,33.477186
20752,36042.14340,277.43,277.43,-82.073364,33.47719
20756,36038.14340,277.43,277.43,-82.073352,33.477194
20760,36034.14340,277.76,277.43,-82.073339,33.477198
20764,36030.14340,277.45,277.41,-82.073327,33.477202
20768,36026.14340,277.39,277.39,-82.073315,33.477206
20772,36022.14340,277.14,277.14,-82.073303,33.47721
20776,36018.14340,276.96,276.96,-82.07329,33.477214
20780,36014.14340,276.87,276.87,-82.073278,33.477218
20784,36010.14340,276.89,276.87,-82.073266,33.477222
20788,36006.14340,276.89,276.85,-82.073254,33.477226
20792,36002.14340,276.84,276.84,-82.073242,33.477231
20796,35998.14340,276.96,276.84,-82.07323,33.477236
20800,35994.14340,276.93,276.83,-82.073219,33.477241
20804,35990.14340,276.93,276.82,-82.073207,33.477246
20808,35986.14340,277.16,276.81,-82.073195,33.477251
20812,35982.14340,277.10,276.80,-82.073184,33.477256
20816,35978.14340,277.42,276.79,-82.073172,33.477261
20820,35974.14340,278.50,276.78,-82.073161,33.477266
20824,35970.14340,277.58,276.77,-82.073149,33.477271
20828,35966.14340,277.70,276.76,-82.073137,33.477276
20832,35962.14340,276.85,276.76,-82.073126,33.477282
20836,35958.14340,278.42,276.75,-82.073114,33.477287
20840,35954.14340,276.90,276.74,-82.073103,33.477293
20844,35950.14340,277.09,276.73,-82.073092,33.477298
20848,35946.14340,277.27,276.72,-82.07308,33.477304
20852,35942.14340,277.39,276.71,-82.073069,33.477309
20856,35938.14340,276.92,276.70,-82.073058,33.477315
20860,35934.14340,276.69,276.69,-82.073047,33.477321
20864,35930.14340,276.69,276.69,-82.073035,33.477326
20868,35926.14340,277.91,276.69,-82.073024,33.477332
20872,35922.14340,277.91,276.65,-82.073013,33.477338
20876,35918.14340,279.90,276.61,-82.073002,33.477343
20880,35914.14340,279.85,276.57,-82.07299,33.477349
20884,35910.14340,280.08,276.53,-82.072979,33.477355
