cng_(Feet),DISTANCE_FROM_MOUTH,ELEVATION,ADJUSTED_ELEVATION,LONGITUDE,LATITUDE
49592,7202.14340,153.70,152.34,-82.016232,33.492905
49596,7198.14340,154.30,152.34,-82.016223,33.492898
49600,7194.14340,154.90,152.33,-82.016213,33.49289
49604,7190.14340,154.65,152.33,-82.016204,33.492882
49608,7186.14340,154.65,152.33,-82.016193,33.492877
49612,7182.14340,154.03,152.33,-82.01618,33.492877
49616,7178.14340,153.59,152.33,-82.016169,33.492874
49620,7174.14340,153.29,152.33,-82.016159,33.492866
49624,7170.14340,153.29,152.33,-82.016146,33.492866
49628,7166.14340,153.13,152.33,-82.016133,33.492866
49632,7162.14340,153.15,152.33,-82.01612,33.492866
49636,7158.14340,153.14,152.33,-82.016111,33.492859
49640,7154.14340,153.14,152.33,-82.016102,33.492851
49644,7150.14340,153.21,152.33,-82.016092,33.492844
49648,7146.14340,153.36,152.33,-82.016079,33.492843
49652,7142.14340,153.24,152.33,-82.01607,33.492835
49656,7138.14340,153.13,152.32,-82.016058,33.492833
49660,7134.14340,153.20,152.32,-82.016045,33.492833
49664,7130.14340,153.20,152.32,-82.016031,33.492833
49668,7126.14340,153.32,152.32,-82.016018,33.492833
49672,7122.14340,153.17,152.32,-82.016005,33.492833
49676,7118.14340,153.13,152.32,-82.015992,33.492833
49680,7114.14340,153.12,152.32,-82.015982,33.492839
49684,7110.14340,153.12,152.32,-82.015973,33.492847
49688,7106.14340,153.12,152.32,-82.015963,33.492855
49692,7102.14340,153.18,152.32,-82.015954,33.492862
49696,7098.14340,153.18,152.32,-82.015945,33.49287
49700,7094.14340,153.36,152.32,-82.015935,33.492877
49704,7090.14340,153.24,152.32,-82.015922,33.492877
49708,7086.14340,153.24,152.31,-82.015909,33.492878
49712,7082.14340,153.22,152.31,-82.0159,33.492886
49716,7078.14340,153.07,152.31,-82.015888,33.492888
49720,7074.14340,152.98,152.31,-82.015875,33.492888
49724,7070.14340,152.89,152.31,-82.015862,33.492888
49728,7066.14340,152.80,152.31,-82.015849,33.492888
49732,7062.14340,152.78,152.31,-82.015836,33.492888
49736,7058.14340,152.84,152.31,-82.015822,33.492888
49740,7054.14340,152.84,152.31,-82.015809,33.492888
49744,7050.14340,152.92,152.31,-82.015796,33.492888
49748,7046.14340,152.92,152.31,-82.015783,33.492888
49752,7042.14340,152.98,152.31,-82.01577,33.492888
49756,7038.14340,152.89,152.31,-82.015757,33.492888
49760,7034.14340,153.01,152.31,-82.015744,33.492888
49764,7030.14340,153.13,152.30,-82.015731,33.492888
49768,7026.14340,152.91,152.30,-82.015717,33.492888
49772,7022.14340,152.92,152.30,-82.015704,33.492888
49776,7018.14340,152.92,152.30,-82.015691,33.492888
49780,7014.14340,153.25,152.30,-82.015678,33.492888
49784,7010.14340,153.25,152.30,-82.015665,33.492888
49788,7006.14340,153.25,152.30,-82.015654,33.492882
49792,7002.14340,152.96,152.30,-82.015645,33.492875
49796,6998.14340,153.21,152.30,-82.015636,33.492867
49800,6994.14340,153.07,152.30,-82.015627,33.492859
49804,6990.14340,153.07,152.30,-82.015617,33.492851
49808,6986.14340,153.26,152.30,-82.015608,33.492843
49812,6982.14340,153.08,152.30,-82.015599,33.492836
49816,6978.14340,153.27,152.30,-82.015587,33.492833
49820,6974.14340,153.27,152.29,-82.015577,33.492828
49824,6970.14340,153.27,152.29,-82.015567,33.49282
49828,6966.14340,152.90,152.29,-82.015558,33.492812
49832,6962.14340,153.00,152.29,-82.015546,33.492811
49836,6958.14340,153.20,152.29,-82.015533,33.492811
49840,6954.14340,152.97,152.29,-82.015522,33.492804
49844,6950.14340,152.97,152.29,-82.015513,33.492797
49848,6946.14340,153.06,152.29,-82.015504,33.492789
49852,6942.14340,152.99,152.29,-82.015495,33.492781
49856,6938.14340,152.99,152.29,-82.015485,33.492773
49860,6934.14340,152.99,152.29,-82.015476,33.492766
49864,6930.14340,153.00,152.29,-82.015467,33.492758
49868,6926.14340,153.06,152.29,-82.015458,33.49275
49872,6922.14340,153.06,152.29,-82.015448,33.492742
49876,6918.14340,152.87,152.28,-82.015439,33.492734
49880,6914.14340,153.19,152.28,-82.01543,33.492727
49884,6910.14340,153.19,152.28,-82.015421,33.492719
49888,6906.14340,153.34,152.28,-82.015411,33.492712
49892,6902.14340,153.38,152.28,-82.015398,33.492711
49896,6898.14340,153.29,152.28,-82.015389,33.492703
49900,6894.14340,153.30,152.28,-82.015377,33.4927
49904,6890.14340,153.26,152.28,-82.015364,33.4927
49908,6886.14340,153.26,152.28,-82.015353,33.492695
49912,6882.14340,153.32,152.28,-82.015343,33.492689
49916,6878.14340,153.32,152.28,-82.015331,33.492688
49920,6874.14340,153.29,152.28,-82.015322,33.49268
49924,6870.14340,153.21,152.28,-82.015312,33.492672
49928,6866.14340,153.21,152.28,-82.015302,33.492667
49932,6862.14340,153.23,152.27,-82.015289,33.492667
49936,6858.14340,153.27,152.27,-82.015275,33.492667
49940,6854.14340,153.32,152.27,-82.015262,33.492667
49944,6850.14340,153.33,152.27,-82.015249,33.492667
49948,6846.14340,153.33,152.27,-82.015236,33.492667
49952,6842.14340,153.33,152.27,-82.015223,33.492667
49956,6838.14340,153.32,152.27,-82.01521,33.492667
49960,6834.14340,153.22,152.27,-82.015197,33.492667
49964,6830.14340,153.29,152.27,-82.015184,33.492667
49968,6826.14340,153.26,152.27,-82.01517,33.492667
49972,6822.14340,153.15,152.27,-82.015157,33.492667
49976,6818.14340,153.19,152.27,-82.015144,33.492667
49980,6814.14340,153.26,152.27,-82.015131,33.492667
49984,6810.14340,153.19,152.26,-82.015118,33.492667
49988,6806.14340,153.19,152.26,-82.015105,33.492667
49992,6802.14340,153.04,152.26,-82.015092,33.492667
49996,6798.14340,152.97,152.26,-82.015079,33.492667
50000,6794.14340,152.92,152.26,-82.015066,33.492667
50004,6790.14340,152.95,152.26,-82.015052,33.492667
50008,6786.14340,153.20,152.26,-82.015039,33.492667
50012,6782.14340,153.28,152.26,-82.015026,33.492667
50016,6778.14340,153.29,152.26,-82.015013,33.492667
50020,6774.14340,153.28,152.26,-82.015001,33.492664
50024,6770.14340,153.20,152.26,-82.014992,33.492656
50028,6766.14340,153.09,152.26,-82.014983,33.492648
50032,6762.14340,153.09,152.26,-82.014974,33.492641
50036,6758.14340,153.08,152.26,-82.014964,33.492633
50040,6754.14340,153.30,152.25,-82.014955,33.492625
50044,6750.14340,153.30,152.25,-82.014946,33.492617
50048,6746.14340,153.30,152.25,-82.014935,33.492612
50052,6742.14340,153.16,152.25,-82.014922,33.492612
50056,6738.14340,152.97,152.25,-82.01491,33.492609
50060,6734.14340,152.94,152.25,-82.014901,33.492602
50064,6730.14340,153.06,152.25,-82.014892,33.492594
50068,6726.14340,153.06,152.25,-82.014883,33.492586
50072,6722.14340,153.08,152.25,-82.014873,33.492578
50076,6718.14340,153.34,152.25,-82.014864,33.49257
50080,6714.14340,153.34,152.25,-82.014855,33.492563
50084,6710.14340,153.26,152.25,-82.014845,33.492557
50088,6706.14340,153.31,152.25,-82.014832,33.492555
50092,6702.14340,153.27,152.25,-82.014823,33.492547
50096,6698.14340,153.33,152.24,-82.014811,33.492546
50100,6694.14340,153.34,152.24,-82.014797,33.492546
50104,6690.14340,153.07,152.24,-82.014784,33.492546
50108,6686.14340,152.95,152.24,-82.014771,33.492546
50112,6682.14340,152.95,152.24,-82.014758,33.492546
50116,6678.14340,152.85,152.24,-82.014745,33.492546
50120,6674.14340,152.90,152.24,-82.014732,33.492546
50124,6670.14340,152.93,152.24,-82.014719,33.492546
50128,6666.14340,152.93,152.24,-82.014706,33.492546
50132,6662.14340,152.90,152.24,-82.014693,33.492546
50136,6658.14340,152.88,152.24,-82.014679,33.492546
50140,6654.14340,152.87,152.24,-82.014666,33.492546
50144,6650.14340,152.87,152.24,-82.014653,33.492546
50148,6646.14340,153.20,152.24,-82.014643,33.492539
50152,6642.14340,153.20,152.23,-82.014634,33.492531
50156,6638.14340,152.83,152.23,-82.014625,33.492524
50160,6634.14340,152.82,152.23,-82.014612,33.492524
50164,6630.14340,152.81,152.23,-82.014598,33.492524
50168,6626.14340,153.17,152.23,-82.014585,33.492523
50172,6622.14340,152.87,152.23,-82.014576,33.492516
50176,6618.14340,152.87,152.23,-82.014567,33.492508
50180,6614.14340,152.92,152.23,-82.014557,33.492502
50184,6610.14340,153.08,152.23,-82.014544,33.4925
50188,6606.14340,152.99,152.23,-82.014535,33.492492
50192,6602.14340,153.06,152.23,-82.014526,33.492485
50196,6598.14340,153.06,152.23,-82.014517,33.492477
50200,6594.14340,152.97,152.23,-82.014507,33.492469
50204,6590.14340,152.95,152.23,-82.014495,33.492469
50208,6586.14340,152.93,152.22,-82.014481,33.492469
50212,6582.14340,152.88,152.22,-82.014468,33.492469
50216,6578.14340,153.00,152.22,-82.014455,33.492468
50220,6574.14340,152.87,152.22,-82.014446,33.492461
50224,6570.14340,152.87,152.22,-82.014436,33.492453
50228,6566.14340,152.75,152.22,-82.014427,33.492446
50232,6562.14340,152.85,152.22,-82.014418,33.492438
50236,6558.14340,152.85,152.22,-82.014409,33.49243
50240,6554.14340,152.92,152.22,-82.014398,33.492424
50244,6550.14340,152.88,152.22,-82.014385,33.492424
50248,6546.14340,153.26,152.22,-82.014372,33.492424
50252,6542.14340,153.07,152.22,-82.01436,33.492422
50256,6538.14340,153.05,152.22,-82.014351,33.492414
50260,6534.14340,152.92,152.21,-82.014338,33.492413
50264,6530.14340,152.81,152.21,-82.014328,33.492407
50268,6526.14340,152.81,152.21,-82.014317,33.492402
50272,6522.14340,153.05,152.21,-82.014304,33.492402
50276,6518.14340,153.05,152.21,-82.014293,33.492399
50280,6514.14340,153.04,152.21,-82.014284,33.492391
50284,6510.14340,152.96,152.21,-82.014274,33.492383
50288,6506.14340,152.86,152.21,-82.014263,33.49238
50292,6502.14340,153.23,152.21,-82.014249,33.49238
50296,6498.14340,153.23,152.21,-82.014239,33.492375
50300,6494.14340,153.02,152.21,-82.01423,33.492368
50304,6490.14340,153.07,152.21,-82.01422,33.49236
50308,6486.14340,153.12,152.21,-82.014211,33.492352
50312,6482.14340,153.12,152.21,-82.014202,33.492344
50316,6478.14340,152.98,152.20,-82.014192,33.492336
50320,6474.14340,152.98,152.20,-82.014179,33.492336
50324,6470.14340,152.96,152.20,-82.014166,33.492336
50328,6466.14340,152.95,152.20,-82.014153,33.492336
50332,6462.14340,152.87,152.20,-82.014144,33.492329
50336,6458.14340,152.87,152.20,-82.014135,33.492321
50340,6454.14340,153.08,152.20,-82.014125,33.492313
50344,6450.14340,153.06,152.20,-82.014116,33.492305
50348,6446.14340,153.04,152.20,-82.014107,33.492297
50352,6442.14340,153.04,152.20,-82.014098,33.49229
50356,6438.14340,153.03,152.20,-82.014088,33.492282
50360,6434.14340,153.02,152.20,-82.014079,33.492274
50364,6430.14340,153.02,152.20,-82.01407,33.492266
50368,6426.14340,153.00,152.20,-82.01406,33.492259
50372,6422.14340,152.99,152.19,-82.014051,33.492251
50376,6418.14340,152.99,152.19,-82.014042,33.492243
50380,6414.14340,152.97,152.19,-82.014032,33.492237
50384,6410.14340,152.96,152.19,-82.014019,33.492237
50388,6406.14340,153.15,152.19,-82.014005,33.492237
50392,6402.14340,152.99,152.19,-82.013992,33.492237
50396,6398.14340,152.97,152.19,-82.013979,33.492237
50400,6394.14340,152.98,152.19,-82.013966,33.492237
50404,6390.14340,152.98,152.19,-82.013953,33.492237
50408,6386.14340,152.99,152.19,-82.01394,33.492237
50412,6382.14340,153.00,152.19,-82.013927,33.492237
50416,6378.14340,153.00,152.19,-82.013914,33.492237
50420,6374.14340,153.01,152.19,-82.013901,33.492237
50424,6370.14340,153.03,152.19,-82.013887,33.492237
50428,6366.14340,153.04,152.18,-82.013874,33.492237
50432,6362.14340,153.18,152.18,-82.013861,33.492237
50436,6358.14340,153.23,152.18,-82.013848,33.492237
50440,6354.14340,153.23,152.18,-82.013836,33.492235
50444,6350.14340,153.10,152.18,-82.013827,33.492227
50448,6346.14340,153.21,152.18,-82.013814,33.492226
50452,6342.14340,153.18,152.18,-82.013801,33.492226
50456,6338.14340,153.25,152.18,-82.013788,33.492226
50460,6334.14340,153.29,152.18,-82.013778,33.492219
50464,6330.14340,153.29,152.18,-82.013767,33.492215
50468,6326.14340,153.09,152.18,-82.013754,33.492215
50472,6322.14340,153.17,152.18,-82.013741,33.492215
50476,6318.14340,153.20,152.18,-82.013728,33.492215
50480,6314.14340,153.20,152.18,-82.013715,33.492215
50484,6310.14340,153.07,152.17,-82.013702,33.492215
50488,6306.14340,152.99,152.17,-82.013688,33.492215
50492,6302.14340,152.82,152.17,-82.013675,33.492215
50496,6298.14340,153.02,152.17,-82.013664,33.492211
50500,6294.14340,153.14,152.17,-82.013654,33.492204
50504,6290.14340,153.28,152.17,-82.013645,33.492196
50508,6286.14340,153.21,152.17,-82.013634,33.492193
50512,6282.14340,153.21,152.17,-82.013621,33.492193
50516,6278.14340,153.14,152.17,-82.013607,33.492193
50520,6274.14340,153.00,152.17,-82.013594,33.492193
50524,6270.14340,153.04,152.17,-82.013581,33.492193
50528,6266.14340,153.18,152.17,-82.013568,33.492193
50532,6262.14340,153.23,152.17,-82.013555,33.492193
50536,6258.14340,153.23,152.16,-82.013544,33.492197
50540,6254.14340,153.16,152.16,-82.013534,33.492204
50544,6250.14340,153.12,152.16,-82.013521,33.492203
50548,6246.14340,153.03,152.16,-82.013508,33.492203
50552,6242.14340,153.03,152.16,-82.013495,33.492203
50556,6238.14340,152.97,152.16,-82.013482,33.492203
50560,6234.14340,152.97,152.16,-82.013469,33.492205
50564,6230.14340,152.94,152.16,-82.01346,33.492213
50568,6226.14340,152.99,152.16,-82.013451,33.49222
50572,6222.14340,152.99,152.16,-82.013441,33.492228
50576,6218.14340,153.12,152.16,-82.013432,33.492236
50580,6214.14340,153.19,152.16,-82.013423,33.492244
50584,6210.14340,153.19,152.16,-82.013413,33.492251
50588,6206.14340,153.00,152.16,-82.013404,33.492259
50592,6202.14340,152.98,152.15,-82.013395,33.492267
50596,6198.14340,152.98,152.15,-82.013386,33.492275
50600,6194.14340,153.01,152.15,-82.013376,33.492282
50604,6190.14340,153.09,152.15,-82.013367,33.49229
50608,6186.14340,153.02,152.15,-82.013358,33.492298
50612,6182.14340,153.02,152.15,-82.013348,33.492306
50616,6178.14340,152.99,152.15,-82.013339,33.492313
50620,6174.14340,153.01,152.15,-82.01333,33.492321
50624,6170.14340,153.01,152.15,-82.013321,33.492329
50628,6166.14340,152.97,152.15,-82.013311,33.492337
50632,6162.14340,152.96,152.15,-82.013302,33.492345
50636,6158.14340,153.21,152.15,-82.013293,33.492352
50640,6154.14340,153.21,152.15,-82.013283,33.49236
50644,6150.14340,153.24,152.15,-82.013274,33.492368
50648,6146.14340,153.24,152.14,-82.013261,33.492368
50652,6142.14340,153.06,152.14,-82.013252,33.492376
50656,6138.14340,153.09,152.14,-82.01324,33.492379
50660,6134.14340,153.08,152.14,-82.013227,33.492379
50664,6130.14340,153.06,152.14,-82.013214,33.492379
50668,6126.14340,153.05,152.14,-82.013201,33.492379
50672,6122.14340,153.03,152.14,-82.013188,33.492379
50676,6118.14340,153.03,152.14,-82.013177,33.492383
50680,6114.14340,152.97,152.14,-82.013167,33.492391
50684,6110.14340,152.87,152.14,-82.013158,33.492399
50688,6106.14340,152.91,152.14,-82.013149,33.492407
50692,6102.14340,152.91,152.14,-82.01314,33.492414
50696,6098.14340,152.94,152.14,-82.01313,33.492422
50700,6094.14340,152.96,152.14,-82.013121,33.49243
50704,6090.14340,152.96,152.13,-82.013112,33.492438
50708,6086.14340,152.94,152.13,-82.013102,33.492445
50712,6082.14340,152.91,152.13,-82.013093,33.492453
50716,6078.14340,152.91,152.13,-82.013084,33.492461
50720,6074.14340,152.92,152.13,-82.013075,33.492469
50724,6070.14340,152.94,152.13,-82.013065,33.492476
50728,6066.14340,152.95,152.13,-82.013056,33.492484
50732,6062.14340,152.95,152.13,-82.013047,33.492492
50736,6058.14340,152.99,152.13,-82.013037,33.4925
50740,6054.14340,153.00,152.13,-82.013028,33.492507
50744,6050.14340,153.00,152.13,-82.013019,33.492515
50748,6046.14340,152.76,152.13,-82.01301,33.492523
50752,6042.14340,153.01,152.13,-82.013,33.492531
50756,6038.14340,152.88,152.13,-82.012991,33.492538
50760,6034.14340,152.88,152.12,-82.012982,33.492546
50764,6030.14340,153.20,152.12,-82.012972,33.492554
50768,6026.14340,152.98,152.12,-82.012963,33.492562
50772,6022.14340,152.92,152.12,-82.012958,33.492571
50776,6018.14340,152.96,152.12,-82.012958,33.492582
50780,6014.14340,153.01,152.12,-82.012958,33.492593
50784,6010.14340,153.07,152.12,-82.012958,33.492604
50788,6006.14340,153.12,152.12,-82.012958,33.492615
50792,6002.14340,153.13,152.12,-82.012958,33.492626
50796,5998.14340,153.13,152.12,-82.012958,33.492637
50800,5994.14340,153.11,152.12,-82.012958,33.492648
50804,5990.14340,153.08,152.12,-82.012958,33.492659
50808,5986.14340,153.06,152.12,-82.012958,33.49267
50812,5982.14340,153.03,152.12,-82.012958,33.492681
50816,5978.14340,153.01,152.11,-82.012958,33.492692
50820,5974.14340,153.01,152.11,-82.012954,33.492701
50824,5970.14340,152.95,152.11,-82.012944,33.492709
50828,5966.14340,153.12,152.11,-82.012935,33.492717
50832,5962.14340,153.12,152.11,-82.012926,33.492725
50836,5958.14340,153.16,152.11,-82.012916,33.492732
50840,5954.14340,152.96,152.11,-82.012907,33.49274
50844,5950.14340,153.21,152.11,-82.012898,33.492748
50848,5946.14340,153.21,152.11,-82.012889,33.492756
50852,5942.14340,153.22,152.11,-82.012879,33.492764
50856,5938.14340,153.09,152.11,-82.012879,33.492775
50860,5934.14340,153.06,152.11,-82.012879,33.492786
50864,5930.14340,152.95,152.11,-82.012879,33.492797
50868,5926.14340,152.98,152.10,-82.012879,33.492808
50872,5922.14340,152.88,152.10,-82.012879,33.492819
50876,5918.14340,152.88,152.10,-82.012879,33.49283
50880,5914.14340,152.88,152.10,-82.012879,33.492841
50884,5910.14340,152.88,152.10,-82.012879,33.492852
50888,5906.14340,152.88,152.10,-82.012879,33.492862
50892,5902.14340,152.89,152.10,-82.01287,33.49287
50896,5898.14340,152.89,152.10,-82.01286,33.492878
50900,5894.14340,152.91,152.10,-82.012851,33.492886
50904,5890.14340,152.92,152.10,-82.012842,33.492894
50908,5886.14340,152.93,152.10,-82.012833,33.492901
50912,5882.14340,152.93,152.10,-82.01283,33.492912
50916,5878.14340,152.93,152.10,-82.012828,33.492923
50920,5874.14340,152.93,152.10,-82.012827,33.492933
50924,5870.14340,152.93,152.09,-82.012826,33.492944
50928,5866.14340,152.93,152.09,-82.012832,33.492954
50932,5862.14340,152.92,152.09,-82.012838,33.492964
50936,5858.14340,152.92,152.09,-82.012844,33.492974
50940,5854.14340,152.91,152.09,-82.01285,33.492983
50944,5850.14340,152.91,152.09,-82.012857,33.492993
50948,5846.14340,152.98,152.09,-82.012859,33.493003
50952,5842.14340,152.91,152.09,-82.012858,33.493014
50956,5838.14340,152.91,152.09,-82.012856,33.493025
50960,5834.14340,152.93,152.09,-82.012855,33.493036
50964,5830.14340,153.26,152.09,-82.012853,33.493047
50968,5826.14340,153.17,152.09,-82.012852,33.493058
50972,5822.14340,153.09,152.09,-82.01285,33.493069
50976,5818.14340,153.02,152.09,-82.012849,33.49308
50980,5814.14340,153.02,152.08,-82.012844,33.493089
50984,5810.14340,153.02,152.08,-82.012836,33.493098
50988,5806.14340,153.01,152.08,-82.012828,33.493107
50992,5802.14340,153.01,152.08,-82.01282,33.493115
50996,5798.14340,153.01,152.08,-82.012812,33.493124
51000,5794.14340,153.00,152.08,-82.012804,33.493133
51004,5790.14340,153.00,152.08,-82.012795,33.493141
51008,5786.14340,153.01,152.08,-82.012785,33.493148
51012,5782.14340,153.01,152.08,-82.012775,33.493155
51016,5778.14340,153.01,152.08,-82.012764,33.493161
51020,5774.14340,153.01,152.08,-82.012754,33.493168
51024,5770.14340,153.01,152.08,-82.012744,33.493175
51028,5766.14340,153.01,152.08,-82.012733,33.493182
51032,5762.14340,153.02,152.08,-82.012723,33.493189
51036,5758.14340,153.02,152.07,-82.012713,33.493195
51040,5754.14340,153.02,152.07,-82.012702,33.493202
51044,5750.14340,153.02,152.07,-82.01269,33.493207
51048,5746.14340,153.02,152.07,-82.012679,33.493212
51052,5742.14340,153.02,152.07,-82.012667,33.493217
51056,5738.14340,153.03,152.07,-82.012655,33.493222
51060,5734.14340,153.03,152.07,-82.012644,33.493227
51064,5730.14340,153.03,152.07,-82.012632,33.493232
51068,5726.14340,153.03,152.07,-82.012621,33.493237
51072,5722.14340,153.04,152.07,-82.012609,33.493242
51076,5718.14340,153.04,152.07,-82.012597,33.493247
51080,5714.14340,153.04,152.07,-82.012586,33.493252
51084,5710.14340,153.04,152.07,-82.012574,33.493258
51088,5706.14340,153.04,152.07,-82.012562,33.493263
51092,5702.14340,153.08,152.06,-82.012551,33.493267
51096,5698.14340,153.06,152.06,-82.012538,33.49327
51100,5694.14340,153.04,152.06,-82.012525,33.493273
51104,5690.14340,153.03,152.06,-82.012513,33.493276
51108,5686.14340,153.06,152.06,-82.0125,33.493279
51112,5682.14340,153.09,152.06,-82.012487,33.493282
51116,5678.14340,153.09,152.06,-82.012475,33.493285
51120,5674.14340,153.10,152.06,-82.012462,33.493288
51124,5670.14340,153.13,152.06,-82.012449,33.493291
51128,5666.14340,153.16,152.06,-82.012437,33.493294
51132,5662.14340,153.17,152.06,-82.012424,33.493297
51136,5658.14340,153.18,152.06,-82.012412,33.4933
51140,5654.14340,153.19,152.06,-82.012399,33.493302
51144,5650.14340,153.20,152.05,-82.012386,33.493304
51148,5646.14340,153.21,152.05,-82.012373,33.493306
51152,5642.14340,153.22,152.05,-82.01236,33.493308
51156,5638.14340,153.22,152.05,-82.012347,33.49331
51160,5634.14340,153.24,152.05,-82.012334,33.493312
51164,5630.14340,153.25,152.05,-82.012321,33.493314
51168,5626.14340,153.25,152.05,-82.012309,33.493316
51172,5622.14340,153.27,152.05,-82.012296,33.493318
51176,5618.14340,153.26,152.05,-82.012283,33.493321
51180,5614.14340,153.25,152.05,-82.01227,33.493323
51184,5610.14340,153.25,152.05,-82.012257,33.493324
51188,5606.14340,153.23,152.05,-82.012244,33.493324
51192,5602.14340,153.23,152.05,-82.012231,33.493324
51196,5598.14340,153.17,152.05,-82.012217,33.493325
51200,5594.14340,153.14,152.04,-82.012204,33.493325
51204,5590.14340,153.11,152.04,-82.012191,33.493326
51208,5586.14340,153.08,152.04,-82.012178,33.493326
51212,5582.14340,153.05,152.04,-82.012165,33.493326
51216,5578.14340,153.02,152.04,-82.012152,33.493326
51220,5574.14340,153.01,152.04,-82.012139,33.493324
51224,5570.14340,152.99,152.04,-82.012126,33.493322
51228,5566.14340,152.99,152.04,-82.012113,33.493321
51232,5562.14340,152.99,152.04,-82.0121,33.493319
51236,5558.14340,152.98,152.04,-82.012087,33.493317
51240,5554.14340,152.97,152.04,-82.012074,33.493316
51244,5550.14340,152.97,152.04,-82.012061,33.493314
51248,5546.14340,152.96,152.04,-82.012049,33.493311
51252,5542.14340,152.95,152.04,-82.012036,33.493307
51256,5538.14340,152.95,152.03,-82.012024,33.493303
51260,5534.14340,153.16,152.03,-82.012012,33.493299
51264,5530.14340,153.16,152.03,-82.012,33.493295
51268,5526.14340,153.21,152.03,-82.011987,33.493291
51272,5522.14340,153.25,152.03,-82.011975,33.493287
51276,5518.14340,153.13,152.03,-82.011963,33.493284
51280,5514.14340,153.13,152.03,-82.011951,33.49328
51284,5510.14340,153.24,152.03,-82.011938,33.493276
51288,5506.14340,153.18,152.03,-82.011928,33.49327
51292,5502.14340,153.22,152.03,-82.011917,33.493263
51296,5498.14340,153.06,152.03,-82.011907,33.493256
51300,5494.14340,152.98,152.03,-82.011897,33.493249
51304,5490.14340,153.03,152.03,-82.011887,33.493242
51308,5486.14340,153.03,152.03,-82.011876,33.493235
51312,5482.14340,153.11,152.02,-82.011866,33.493228
51316,5478.14340,152.95,152.02,-82.011856,33.493221
51320,5474.14340,152.99,152.02,-82.011847,33.493214
51324,5470.14340,152.99,152.02,-82.011837,33.493206
51328,5466.14340,153.04,152.02,-82.011828,33.493199
51332,5462.14340,153.04,152.02,-82.011818,33.493191
51336,5458.14340,153.13,152.02,-82.011809,33.493183
51340,5454.14340,153.13,152.02,-82.011799,33.493176
51344,5450.14340,153.22,152.02,-82.01179,33.493168
51348,5446.14340,153.19,152.02,-82.01178,33.49316
51352,5442.14340,153.19,152.02,-82.011771,33.493153
51356,5438.14340,152.95,152.02,-82.011762,33.493145
51360,5434.14340,152.95,152.02,-82.011752,33.493137
51364,5430.14340,153.07,152.02,-82.011743,33.493129
51368,5426.14340,153.07,152.01,-82.011734,33.493122
51372,5422.14340,153.05,152.01,-82.011725,33.493114
51376,5418.14340,153.00,152.01,-82.011715,33.493106
51380,5414.14340,153.00,152.01,-82.011706,33.493098
51384,5410.14340,152.97,152.01,-82.011695,33.493093
51388,5406.14340,152.75,152.01,-82.011684,33.493087
51392,5402.14340,152.01,152.01,-82.011672,33.493081
51396,5398.14340,152.01,152.01,-82.011661,33.493076
51400,5394.14340,152.01,152.01,-82.01165,33.49307
51404,5390.14340,152.01,152.01,-82.011639,33.493064
51408,5386.14340,152.01,152.01,-82.011627,33.493059
51412,5382.14340,152.01,152.01,-82.011616,33.493053
51416,5378.14340,152.01,152.01,-82.011605,33.493047
51420,5374.14340,152.01,152.01,-82.011594,33.493041
51424,5370.14340,152.01,152.01,-82.011583,33.493035
51428,5366.14340,152.01,152.01,-82.011573,33.493028
51432,5362.14340,152.01,152.01,-82.011562,33.493022
51436,5358.14340,152.01,152.01,-82.011551,33.493016
51440,5354.14340,152.01,152.01,-82.01154,33.49301
51444,5350.14340,152.01,152.01,-82.011529,33.493004
51448,5346.14340,152.01,152.01,-82.011521,33.492995
51452,5342.14340,152.01,152.01,-82.011513,33.492987
51456,5338.14340,152.01,152.01,-82.011505,33.492978
51460,5334.14340,152.01,152.01,-82.011497,33.492969
51464,5330.14340,152.01,152.01,-82.011488,33.492961
51468,5326.14340,152.01,152.01,-82.01148,33.492952
51472,5322.14340,152.01,152.01,-82.011472,33.492943
51476,5318.14340,152.01,152.01,-82.011464,33.492935
51480,5314.14340,152.01,152.01,-82.011456,33.492926
51484,5310.14340,152.01,152.01,-82.011448,33.492917
51488,5306.14340,152.78,152.01,-82.01144,33.492909
51492,5302.14340,152.78,152.01,-82.011431,33.492901
51496,5298.14340,152.40,152.01,-82.011422,33.492893
51500,5294.14340,152.38,152.01,-82.011413,33.492885
51504,5290.14340,152.38,152.01,-82.011403,33.492877
51508,5286.14340,152.68,152.01,-82.011394,33.492869
51512,5282.14340,152.52,152.01,-82.011385,33.492862
51516,5278.14340,152.44,152.01,-82.011376,33.492854
51520,5274.14340,152.44,152.01,-82.011366,33.492846
51524,5270.14340,152.15,152.01,-82.011357,33.492838
51528,5266.14340,152.01,152.01,-82.011348,33.49283
51532,5262.14340,152.01,152.01,-82.011339,33.492823
51536,5258.14340,152.01,152.01,-82.011329,33.492815
51540,5254.14340,152.01,152.01,-82.01132,33.492807
51544,5250.14340,152.01,152.01,-82.011311,33.492799
51548,5246.14340,152.01,152.01,-82.011301,33.492792
51552,5242.14340,152.01,152.01,-82.011292,33.492784
51556,5238.14340,152.01,152.01,-82.011283,33.492776
51560,5234.14340,152.01,152.01,-82.011274,33.492768
51564,5230.14340,152.01,152.01,-82.011264,33.49276
51568,5226.14340,152.01,152.01,-82.011255,33.492753
51572,5222.14340,152.01,152.01,-82.011246,33.492745
51576,5218.14340,152.01,152.01,-82.011237,33.492737
